size,method,runtime,filter,gene_id,runtime_log,runtime_log10,size_log,size_log10
50000,Seurat,0.0279999999999632,Filter5,6921,-3.57555076880825,-1.55284196865835,10.8197782844103,4.69897000433602
50000,Seurat,0.01400000000001,Filter6,6921,-4.26869794936616,-1.85387196432145,10.8197782844103,4.69897000433602
50000,Seurat,0.294999999999959,Filter1,6036,-1.22077992264246,-0.530177984021897,10.8197782844103,4.69897000433602
50000,Seurat,0.214999999999975,Filter2,6036,-1.53711725085459,-0.667561540084445,10.8197782844103,4.69897000433602
50000,Seurat,0.0830000000000268,Filter3,6036,-2.48891467118522,-1.08092190762379,10.8197782844103,4.69897000433602
50000,Seurat,0.0670000000000073,Filter4,6036,-2.70306265959106,-1.17392519729913,10.8197782844103,4.69897000433602
50000,Seurat,0.0449999999999591,Filter5,6036,-3.10109278921273,-1.34678748622505,10.8197782844103,4.69897000433602
50000,Seurat,0.0160000000000196,Filter6,6036,-4.13516655674113,-1.79588001734354,10.8197782844103,4.69897000433602
75000,Seurat,0.213999999999999,Filter1,2732,-1.54177926396029,-0.669586226650812,11.2252433925184,4.8750612633917
75000,Seurat,0.166999999999973,Filter2,2732,-1.78976146656554,-0.777283528852487,11.2252433925184,4.8750612633917
75000,Seurat,0.0529999999999973,Filter3,2732,-2.93746336543007,-1.27572413039923,11.2252433925184,4.8750612633917
75000,Seurat,0.0699999999999932,Filter4,2732,-2.65926003693288,-1.15490195998579,11.2252433925184,4.8750612633917
75000,Seurat,0.0459999999999923,Filter5,2732,-3.07911388249321,-1.3372421683185,11.2252433925184,4.8750612633917
75000,Seurat,0.0199999999999818,Filter6,2732,-3.91202300542906,-1.69897000433641,11.2252433925184,4.8750612633917
75000,Seurat,0.0409999999999968,Filter1,9845,-3.19418321227791,-1.3872161432803,11.2252433925184,4.8750612633917
75000,Seurat,0.0509999999999877,Filter2,9845,-2.97592964625805,-1.29242982390217,11.2252433925184,4.8750612633917
75000,Seurat,0.0390000000000441,Filter3,9845,-3.24419363285136,-1.40893539297301,11.2252433925184,4.8750612633917
75000,Seurat,0.0409999999999968,Filter4,9845,-3.19418321227791,-1.3872161432803,11.2252433925184,4.8750612633917
75000,Seurat,0.0369999999999777,Filter5,9845,-3.29683736633851,-1.43179827593327,11.2252433925184,4.8750612633917
75000,Seurat,0.021000000000015,Filter6,9845,-3.863232841258,-1.67778070526577,11.2252433925184,4.8750612633917
75000,Seurat,0.614999999999952,Filter1,3264,-0.486133011175697,-0.211124884224617,11.2252433925184,4.8750612633917
75000,Seurat,0.468000000000018,Filter2,3264,-0.759286983064452,-0.32975414692586,11.2252433925184,4.8750612633917
75000,Seurat,0.115000000000009,Filter3,3264,-2.16282315061881,-0.939302159646354,11.2252433925184,4.8750612633917
75000,Seurat,0.113,Filter4,3264,-2.1803674602698,-0.946921556516582,11.2252433925184,4.8750612633917
75000,Seurat,0.0629999999999882,Filter5,3264,-2.76462055259079,-1.2006594505465,11.2252433925184,4.8750612633917
75000,Seurat,0.0199999999999818,Filter6,3264,-3.91202300542906,-1.69897000433641,11.2252433925184,4.8750612633917
75000,Seurat,0.338000000000022,Filter1,4859,-1.08470938349905,-0.471083299722317,11.2252433925184,4.8750612633917
75000,Seurat,0.269999999999982,Filter2,4859,-1.30933331998383,-0.568636235841042,11.2252433925184,4.8750612633917
75000,Seurat,0.0730000000000359,Filter3,4859,-2.61729583783325,-1.13667713987933,11.2252433925184,4.8750612633917
75000,Seurat,0.0819999999999936,Filter4,4859,-2.50103603171796,-1.08618614761632,11.2252433925184,4.8750612633917
75000,Seurat,0.0489999999999782,Filter5,4859,-3.01593498087196,-1.30980391997168,11.2252433925184,4.8750612633917
75000,Seurat,0.0219999999999914,Filter6,4859,-3.81671282562421,-1.65757731917796,11.2252433925184,4.8750612633917
75000,Seurat,0.0659999999999741,Filter1,9225,-2.7181005369561,-1.1804560644583,11.2252433925184,4.8750612633917
75000,Seurat,0.0519999999999641,Filter2,9225,-2.9565115604014,-1.2839966563655,11.2252433925184,4.8750612633917
75000,Seurat,0.0520000000000209,Filter3,9225,-2.95651156040031,-1.28399665636503,11.2252433925184,4.8750612633917
75000,Seurat,0.0579999999999927,Filter4,9225,-2.84731226843584,-1.23657200643712,11.2252433925184,4.8750612633917
75000,Seurat,0.0439999999999827,Filter5,9225,-3.12356564506427,-1.35654732351398,11.2252433925184,4.8750612633917
75000,Seurat,0.021000000000015,Filter6,9225,-3.863232841258,-1.67778070526577,11.2252433925184,4.8750612633917
75000,Seurat,0.0459999999999923,Filter1,7891,-3.07911388249321,-1.3372421683185,11.2252433925184,4.8750612633917
75000,Seurat,0.0509999999999877,Filter2,7891,-2.97592964625805,-1.29242982390217,11.2252433925184,4.8750612633917
75000,Seurat,0.0449999999999591,Filter3,7891,-3.10109278921273,-1.34678748622505,11.2252433925184,4.8750612633917
75000,Seurat,0.0469999999999686,Filter4,7891,-3.05760767727275,-1.32790214206457,11.2252433925184,4.8750612633917
75000,Seurat,0.0439999999999827,Filter5,7891,-3.12356564506427,-1.35654732351398,11.2252433925184,4.8750612633917
75000,Seurat,0.021000000000015,Filter6,7891,-3.863232841258,-1.67778070526577,11.2252433925184,4.8750612633917
75000,Seurat,0.668000000000006,Filter1,4373,-0.403467105445482,-0.17522353752445,11.2252433925184,4.8750612633917
75000,Seurat,0.515999999999963,Filter2,4373,-0.661648513500647,-0.28735029837282,11.2252433925184,4.8750612633917
75000,Seurat,0.11099999999999,Filter3,4373,-2.19822507766989,-0.954677021213382,11.2252433925184,4.8750612633917
75000,Seurat,0.120000000000005,Filter4,4373,-2.12026353620005,-0.920818753952359,11.2252433925184,4.8750612633917
75000,Seurat,0.0710000000000264,Filter5,4373,-2.64507540194045,-1.14874165128076,11.2252433925184,4.8750612633917
75000,Seurat,0.0209999999999582,Filter6,4373,-3.86323284126071,-1.67778070526695,11.2252433925184,4.8750612633917
75000,Seurat,0.0430000000000064,Filter1,5874,-3.14655516328843,-1.36653154442035,11.2252433925184,4.8750612633917
75000,Seurat,0.0389999999999873,Filter2,5874,-3.24419363285282,-1.40893539297364,11.2252433925184,4.8750612633917
75000,Seurat,0.0380000000000109,Filter3,5874,-3.27016911925546,-1.42021640338307,11.2252433925184,4.8750612633917
75000,Seurat,0.0409999999999968,Filter4,5874,-3.19418321227791,-1.3872161432803,11.2252433925184,4.8750612633917
75000,Seurat,0.0310000000000059,Filter5,5874,-3.4737680744968,-1.50863830616564,11.2252433925184,4.8750612633917
75000,Seurat,0.0289999999999964,Filter6,5874,-3.54045944899579,-1.5376020021011,11.2252433925184,4.8750612633917
75000,Seurat,0.190000000000055,Filter1,6744,-1.66073120682136,-0.721246399047046,11.2252433925184,4.8750612633917
75000,Seurat,0.15100000000001,Filter2,6744,-1.89047544216714,-0.8210230527068,11.2252433925184,4.8750612633917
75000,Seurat,0.0649999999999977,Filter3,6744,-2.73336800908654,-1.18708664335716,11.2252433925184,4.8750612633917
75000,Seurat,0.0660000000000309,Filter4,6744,-2.71810053695524,-1.18045606445793,11.2252433925184,4.8750612633917
75000,Seurat,0.0430000000000064,Filter5,6744,-3.14655516328843,-1.36653154442035,11.2252433925184,4.8750612633917
75000,Seurat,0.0209999999999582,Filter6,6744,-3.86323284126071,-1.67778070526695,11.2252433925184,4.8750612633917
75000,Seurat,0.0419999999999732,Filter1,3468,-3.17008566069941,-1.37675070960238,11.2252433925184,4.8750612633917
75000,Seurat,0.0439999999999827,Filter2,3468,-3.12356564506427,-1.35654732351398,11.2252433925184,4.8750612633917
75000,Seurat,0.0380000000000109,Filter3,3468,-3.27016911925546,-1.42021640338307,11.2252433925184,4.8750612633917
75000,Seurat,0.0400000000000205,Filter4,3468,-3.21887582486769,-1.39794000867182,11.2252433925184,4.8750612633917
75000,Seurat,0.0370000000000346,Filter5,3468,-3.29683736633698,-1.4317982759326,11.2252433925184,4.8750612633917
75000,Seurat,0.021000000000015,Filter6,3468,-3.863232841258,-1.67778070526577,11.2252433925184,4.8750612633917
75000,Seurat,0.161999999999978,Filter1,705,-1.82015894374989,-0.790484985457429,11.2252433925184,4.8750612633917
75000,Seurat,0.135000000000048,Filter2,705,-2.00248050054335,-0.86966623150484,11.2252433925184,4.8750612633917
75000,Seurat,0.0559999999999832,Filter3,705,-2.88240358824729,-1.25181197299393,11.2252433925184,4.8750612633917
75000,Seurat,0.0600000000000023,Filter4,705,-2.81341071676,-1.22184874961634,11.2252433925184,4.8750612633917
75000,Seurat,0.0439999999999827,Filter5,705,-3.12356564506427,-1.35654732351398,11.2252433925184,4.8750612633917
75000,Seurat,0.0219999999999914,Filter6,705,-3.81671282562421,-1.65757731917796,11.2252433925184,4.8750612633917
