size,method,runtime,filter,runtime_log,runtime_log10,size_log,size_log10
40000,AnnSql In-Memory,0.004630088806152344,Filter3,-5.375179230473481,-2.3344106790356003,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.006780862808227539,Filter3,-4.993650927275756,-2.1687150422669177,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.1384425163269043,Filter3,-1.9773000840806696,-0.8587305155830707,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.4354207515716553,Filter3,0.36145801290505225,0.15697922044437856,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.005800485610961914,Filter4,-5.149813638906675,-2.2365356462072747,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.0075855255126953125,Filter4,-4.88151338543127,-2.1200143266296623,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.14714860916137695,Filter4,-1.9163122561898185,-0.8322438384668089,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.349320411682129,Filter4,0.29960106694866856,0.13011509014813347,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.004984617233276367,Filter5,-5.3013986622121685,-2.302368185368026,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.006853818893432617,Filter5,-4.982949279364,-2.1640673756315705,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.1437547206878662,Filter5,-1.9396467602761192,-0.8423778848294381,10.596634733096073,4.6020599913279625
40000,AnnData Backed,1.3225340843200684,Filter5,0.27954965706098234,0.12140687347953104,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.011957168579101562,Filter6,-4.426424299364992,-1.922371647776684,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.0029036998748779297,Filter6,-5.841769536231686,-2.5370482741359397,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.16457724571228027,Filter6,-1.8043752401962754,-0.7836302101000969,10.596634733096073,4.6020599913279625
40000,AnnData Backed,0.3396940231323242,Filter6,-1.0797099985175609,-0.4689120944119449,10.596634733096073,4.6020599913279625
45000,AnnSql In-Memory,0.005606174468994141,Filter1,-5.18388670489111,-2.25133339074584,10.714417768752456,4.653212513775344
45000,AnnData Not-Backed,0.00445866584777832,Filter1,-5.4129056949700765,-2.350795074388191,10.714417768752456,4.653212513775344
45000,AnnSql On-Disk,0.015662431716918945,Filter1,-4.156490318423471,-1.8051408093756038,10.714417768752456,4.653212513775344
45000,AnnData Backed,5.265314340591431,Filter1,1.661140847619773,0.7214243037853579,10.714417768752456,4.653212513775344
45000,AnnSql In-Memory,0.0043981075286865234,Filter2,-5.426580937697217,-2.3567341568432756,10.714417768752456,4.653212513775344
